"796","Элиста","46.313","44.2535","3","RU","E423","1","","1"
"831","Юхнов","54.75","35.2333","3","RU","J510","2","","1"
"827","Таруса","54.7167","37.1833","3","RU","T620","4","","1"
"826","Сухиничи","54.1","35.35","3","RU","S520","3","","1"
"825","Спас-Деменск","54.4167","34.0333","3","RU","S123","4","","1"
"823","Обнинск","55.1001","36.6241","3","RU","O155","2","","1"
"822","Мосальск","54.4833","34.9833","3","RU","M242","4","","1"
"821","Мещовск","54.3167","35.2833","3","RU","M212","4","","1"
"820","Медынь","54.9667","35.8667","3","RU","M350","4","","1"
"819","Малоярославец","55.0092","36.4761","3","RU","M426","3","","1"
"818","Людиново","53.8667","34.4667","3","RU","L235","3","","1"
"817","Кремёнки","54.8892","37.1233","3","RU","K655","2","","1"
"816","Кондрово","54.8","35.9333","3","RU","K536","3","","1"
"815","Козельск","54.0333","35.7833","3","RU","K242","3","","1"
"813","Калуга","54.5147","36.2714","3","RU","K420","1","","1"
"812","Износки","54.9889","35.3167","3","RU","I252","2","","3"
"805","Боровск","55.2021","36.4794","3","RU","B612","4","","1"
"803","Белоусово","55.0917","36.6667","3","RU","B421","4","","1"
"801","Балабаново","55.1766","36.6493","3","RU","B415","3","","1"
"800","Бабынино","54.3853","35.7494","3","RU","B155","2","","2"
"853","Усть-Камчатск","56.2333","162.533","12","RU","U232","2","","2"
"852","Усть-Большерецк","52.8239","156.279","12","RU","U231","2","","3"
"849","Петропавловск-Камчатский","53.0616","158.622","12","RU","P361","1","","1"
"846","Палана","59.0842","159.95","12","RU","P450","2","","2"
"880","Софпорог","65.7984","31.4209","3","RU","S162","2","","2"
"879","Сортавала","61.7","30.6667","3","RU","S631","2","","1"
"878","Сегежа","63.7333","34.3167","3","RU","S220","2","","4"
"875","Повенец","62.85","34.8167","3","RU","P152","2","","2"
"873","Петрозаводск","61.7822","34.3621","3","RU","P362","1","","1"
"872","Олонец","60.9833","32.9667","3","RU","O452","2","","1"
"870","Медвежьегорск","62.9115","34.4346","3","RU","M312","3","","1"
"866","Кондопога","62.2","34.2667","3","RU","K531","2","","1"
"857","Вирандозеро","64.0126","36.0063","3","RU","V653","2","","2"
"910","Юрга","55.7333","84.9","7","RU","J620","4","","1"
"903","Прокопьевск","53.881","86.7275","7","RU","P621","2","","0"
"901","Новокузнецк","53.7407","87.1135","7","RU","N122","2","","1"
"899","Междуреченск","53.7216","88.0688","7","RU","M236","2","","1"
"898","Мариинск","56.2167","87.75","7","RU","M652","3","","1"
"897","Ленинск-Кузнецкий","54.65","86.1667","7","RU","L552","2","","1"
"895","Киселевск","54.0152","86.6406","7","RU","K241","2","","0"
"894","Кемерово","55.3712","86.0524","7","RU","K561","1","","1"
"884","Барзас","55.7314","86.3142","7","RU","B622","4","","1"
"954","Яранск","57.3033","47.8688","3","RU","J652","2","","1"
"950","Уржум","57.1167","50","3","RU","U625","2","","1"
